identity,expression,filename,exL_x,exL_y,exL_z,mebL_x,mebL_y,mebL_z,enL_x,enL_y,enL_z,enR_x,enR_y,enR_z,mebR_x,mebR_y,mebR_z,exR_x,exR_y,exR_z,seL_x,seL_y,seL_z,seR_x,seR_y,seR_z,alL_x,alL_y,alL_z,prn_x,prn_y,prn_z,alR_x,alR_y,alR_z,chL_x,chL_y,chL_z,ls_x,ls_y,ls_z,chR_x,chR_y,chR_z,li_x,li_y,li_z,sto_x,sto_y,sto_z,sl_x,sl_y,sl_z,gn_x,gn_y,gn_z
bs087,N,bs087_N_N_0.lm3,-39.013,24.7,25.215,-30.536,49.272,37.646,-8.333,23.325,29.012,21.709,21.887,25.988,45.481,49.474,33.444,52.686,23.542,22.029,0.827,25.596,39.234,13.395,25.565,34.814,-14.52,-15.954,53.876,6.752,-9.528,75.331,28.249,-15.209,44.907,-23.373,-49.402,46.343,6.94,-39.701,67.55,38.185,-49.445,44.717,6.902,-46.428,63.346,6.913,-49.399,62.291,6.949,-57.394,64.163,7.993,-96.284,43.204
bs087,N,bs087_N_N_1 (1).lm3,-46.74,19.005,34.37,-38.938,42.76,46.464,-15.214,16.078,38.508,12.275,14.597,37.429,38.136,42.295,41.698,43.621,17.67,32.019,-7.765,20.493,45.674,4.811,20.517,44.754,-22.163,-22.04,62.076,-1.469,-15.694,82.265,19.716,-21.863,59.654,-31.049,-56.209,55.12,-0.712,-46.587,73.409,27.215,-54.701,53.928,-0.07,-53.352,70.799,-0.079,-56.415,67.974,-0.733,-65.639,70.983,0.945,-101.77,54.64
bs087,N,bs087_N_N_1.lm3,-46.74,19.005,34.37,-38.938,42.76,46.464,-15.214,16.078,38.508,12.275,14.597,37.429,38.136,42.295,41.698,43.621,17.67,32.019,-7.765,20.493,45.674,4.811,20.517,44.754,-22.163,-22.04,62.076,-1.469,-15.694,82.265,19.716,-21.863,59.654,-31.049,-56.209,55.12,-0.712,-46.587,73.409,27.215,-54.701,53.928,-0.07,-53.352,70.799,-0.079,-56.415,67.974,-0.733,-65.639,70.983,0.945,-101.77,54.64
bs087,N,bs087_N_N_2 (1).lm3,-40.321,23.644,-21.387,-33.952,48.997,-11.814,-9.287,22.171,-18.213,19.083,22.389,-20.157,41.351,50.072,-15.888,48.792,25.464,-24.009,-0.379,27.493,-8.271,10.449,27.639,-11.316,-15.29,-12.31,1.958,6.92,-6.648,29.092,26.578,-12.157,8.581,-22.526,-48.105,4.51,6.965,-36.836,23.425,36.844,-46.48,2.563,8.513,-43.719,18.421,8.496,-45.999,17.601,7.626,-54.796,21.834,8.878,-90.928,12.584
bs087,N,bs087_N_N_2.lm3,-40.321,23.644,-21.387,-33.952,48.997,-11.814,-9.287,22.171,-18.213,19.083,22.389,-20.157,41.351,50.072,-15.888,48.792,25.464,-24.009,-0.379,27.493,-8.271,10.449,27.639,-11.316,-15.29,-12.31,1.958,6.92,-6.648,29.092,26.578,-12.157,8.581,-22.526,-48.105,4.51,6.965,-36.836,23.425,36.844,-46.48,2.563,8.513,-43.719,18.421,8.496,-45.999,17.601,7.626,-54.796,21.834,8.878,-90.928,12.584
bs087,N,bs087_N_N_3 (1).lm3,-35.462,28.148,46.669,-28.018,50.791,57.421,-4.309,25.107,49.958,23.579,24.541,48.095,50.855,51.832,51.799,55.601,27.58,45.148,4.529,29.479,59.573,16.145,29.561,56.683,-10.617,-11.27,74.608,10.372,-4.328,96.122,31.853,-11.441,62.498,-18.562,-45.721,70.797,11.29,-35.483,88.372,40.777,-45.66,67.78,10.614,-42.073,84.304,10.544,-44.198,85.615,10.561,-54.349,85.146,12.407,-92.518,67.583
bs087,N,bs087_N_N_3.lm3,-35.462,28.148,46.669,-28.018,50.791,57.421,-4.309,25.107,49.958,23.579,24.541,48.095,50.855,51.832,51.799,55.601,27.58,45.148,4.529,29.479,59.573,16.145,29.561,56.683,-10.617,-11.27,74.608,10.372,-4.328,96.122,31.853,-11.441,62.498,-18.562,-45.721,70.797,11.29,-35.483,88.372,40.777,-45.66,67.78,10.614,-42.073,84.304,10.544,-44.198,85.615,10.561,-54.349,85.146,12.407,-92.518,67.583
bs088,N,bs088_N_N_0 (1).lm3,-30.67,0.822,37.98,-27.569,25.178,46.029,-4.616,0.765,43.219,25.87,2.341,41.86,48.68,27.581,47.052,52.703,4.559,37.091,3.546,5.27,47.281,18.421,6.027,43.716,-2.842,-38.165,58.257,11.846,-30.032,75.836,29.033,-36.18,48.834,-12.461,-64.629,46.604,11.797,-59.044,62.731,37.263,-64.318,46.666,12.568,-62.913,59.409,12.576,-64.298,60.907,12.638,-70.181,60.493,13.807,-108.283,53.101
bs088,N,bs088_N_N_0.lm3,-30.67,0.822,37.98,-27.569,25.178,46.029,-4.616,0.765,43.219,25.87,2.341,41.86,48.68,27.581,47.052,52.703,4.559,37.091,3.546,5.27,47.281,18.421,6.027,43.716,-2.842,-38.165,58.257,11.846,-30.032,75.836,29.033,-36.18,48.834,-12.461,-64.629,46.604,11.797,-59.044,62.731,37.263,-64.318,46.666,12.568,-62.913,59.409,12.576,-64.298,60.907,12.638,-70.181,60.493,13.807,-108.283,53.101
bs088,N,bs088_N_N_1 (1).lm3,-29.017,4.367,27.366,-25.993,26.012,39.257,-2.188,3.581,32.358,27.737,5.991,31.715,49.125,29.879,40.469,54.577,9.735,31.697,5.342,8.173,39.636,19.479,8.927,41.387,0.105,-37.167,42.255,15.822,-31.922,62.754,30.79,-36.601,38.349,-8.703,-62.282,30.953,15.145,-58.584,46.558,40.648,-60.578,33.742,15.99,-61.736,43.534,16.038,-63.35,41.399,16.019,-69.91,43.159,16.191,-104.613,35.351
bs088,N,bs088_N_N_1.lm3,-29.017,4.367,27.366,-25.993,26.012,39.257,-2.188,3.581,32.358,27.737,5.991,31.715,49.125,29.879,40.469,54.577,9.735,31.697,5.342,8.173,39.636,19.479,8.927,41.387,0.105,-37.167,42.255,15.822,-31.922,62.754,30.79,-36.601,38.349,-8.703,-62.282,30.953,15.145,-58.584,46.558,40.648,-60.578,33.742,15.99,-61.736,43.534,16.038,-63.35,41.399,16.019,-69.91,43.159,16.191,-104.613,35.351
bs088,N,bs088_N_N_2 (1).lm3,-35.958,-14.488,57.818,-32.188,8.972,66.105,-8.865,-14.408,62.966,20.57,-12.762,62.971,42.312,13.512,68.493,47.604,-9.874,65.617,-2.202,-9.869,70.656,12.382,-9.869,69.468,-7.758,-53.989,79.335,7.496,-47.482,95.933,22.79,-53.412,72.115,-17.393,-81.734,65.391,7.768,-76.353,82.034,32.488,-80.925,65.86,7.801,-79.417,79.099,7.818,-81.622,78.548,7.844,-86.628,79.121,7.871,-121.299,73.267
bs088,N,bs088_N_N_2.lm3,-35.958,-14.488,57.818,-32.188,8.972,66.105,-8.865,-14.408,62.966,20.57,-12.762,62.971,42.312,13.512,68.493,47.604,-9.874,65.617,-2.202,-9.869,70.656,12.382,-9.869,69.468,-7.758,-53.989,79.335,7.496,-47.482,95.933,22.79,-53.412,72.115,-17.393,-81.734,65.391,7.768,-76.353,82.034,32.488,-80.925,65.86,7.801,-79.417,79.099,7.818,-81.622,78.548,7.844,-86.628,79.121,7.871,-121.299,73.267
bs088,N,bs088_N_N_3 (1).lm3,-15.614,-5.331,68.269,-12.69,18.008,76.687,10.603,-5.903,71.996,41.305,-3.748,71.322,63.554,21.743,76.672,67.701,-2.22,70.558,18.334,-0.701,79.287,32.406,-0.798,77.888,12.784,-44.553,90.814,28.562,-36.68,106.527,42.577,-43.618,80.184,3.065,-71.897,80.766,28.164,-66.447,94.578,50.867,-71.599,80.366,28.239,-69.601,91.051,28.26,-71.079,91.072,28.285,-76.059,92.677,29.375,-114.844,84.404
bs088,N,bs088_N_N_3.lm3,-15.614,-5.331,68.269,-12.69,18.008,76.687,10.603,-5.903,71.996,41.305,-3.748,71.322,63.554,21.743,76.672,67.701,-2.22,70.558,18.334,-0.701,79.287,32.406,-0.798,77.888,12.784,-44.553,90.814,28.562,-36.68,106.527,42.577,-43.618,80.184,3.065,-71.897,80.766,28.164,-66.447,94.578,50.867,-71.599,80.366,28.239,-69.601,91.051,28.26,-71.079,91.072,28.285,-76.059,92.677,29.375,-114.844,84.404
bs089,N,bs089_N_N_0 (1).lm3,-15.832,35.308,14.713,-9.925,58.089,29.398,10.304,33.667,22.475,42.738,32.137,24.932,65.58,55.471,32.037,70.091,33.057,20.443,18.623,35.779,33.346,34.199,35.757,33.727,12.063,-3.786,34.836,25.931,-3.449,53.875,41.813,-3.649,37.161,5.535,-32.76,17.583,27.103,-25.498,32.897,48.514,-31.828,18.899,27.307,-30.127,28.998,27.341,-30.919,27.254,27.373,-40.579,28.971,27.582,-74.487,13.022
bs089,N,bs089_N_N_0.lm3,-15.832,35.308,14.713,-9.925,58.089,29.398,10.304,33.667,22.475,42.738,32.137,24.932,65.58,55.471,32.037,70.091,33.057,20.443,18.623,35.779,33.346,34.199,35.757,33.727,12.063,-3.786,34.836,25.931,-3.449,53.875,41.813,-3.649,37.161,5.535,-32.76,17.583,27.103,-25.498,32.897,48.514,-31.828,18.899,27.307,-30.127,28.998,27.341,-30.919,27.254,27.373,-40.579,28.971,27.582,-74.487,13.022
bs089,N,bs089_N_N_1 (1).lm3,-17.27,37.401,5.659,-8.302,60.427,19.515,9.85,35.94,13.056,42.535,33.706,15.07,65.401,56.891,21.709,70.812,33.082,10.136,18.886,38.668,24.298,34.755,37.903,23.473,10.757,-1.186,28.234,25.517,-0.749,46.406,41.535,-1.995,20.253,4.304,-32.375,13.846,26.034,-25.154,27.439,47.482,-33.041,13.711,26.112,-29.0,23.847,26.162,-30.566,20.95,26.172,-39.49,23.877,27.069,-73.287,11.92
bs089,N,bs089_N_N_1.lm3,-17.27,37.401,5.659,-8.302,60.427,19.515,9.85,35.94,13.056,42.535,33.706,15.07,65.401,56.891,21.709,70.812,33.082,10.136,18.886,38.668,24.298,34.755,37.903,23.473,10.757,-1.186,28.234,25.517,-0.749,46.406,41.535,-1.995,20.253,4.304,-32.375,13.846,26.034,-25.154,27.439,47.482,-33.041,13.711,26.112,-29.0,23.847,26.162,-30.566,20.95,26.172,-39.49,23.877,27.069,-73.287,11.92
bs089,N,bs089_N_N_2 (1).lm3,-11.611,31.805,10.47,-7.971,53.366,22.463,13.835,29.606,16.294,47.294,27.409,16.872,67.833,50.521,26.656,73.973,27.368,14.464,25.092,33.676,29.785,39.378,33.006,27.345,15.646,-6.594,30.113,30.187,-6.947,47.602,46.567,-7.516,18.749,7.502,-37.201,12.77,30.088,-29.919,26.949,51.56,-37.111,12.242,30.178,-34.476,24.169,30.23,-35.299,21.167,30.203,-44.231,23.177,31.36,-79.222,5.131
bs089,N,bs089_N_N_2.lm3,-11.611,31.805,10.47,-7.971,53.366,22.463,13.835,29.606,16.294,47.294,27.409,16.872,67.833,50.521,26.656,73.973,27.368,14.464,25.092,33.676,29.785,39.378,33.006,27.345,15.646,-6.594,30.113,30.187,-6.947,47.602,46.567,-7.516,18.749,7.502,-37.201,12.77,30.088,-29.919,26.949,51.56,-37.111,12.242,30.178,-34.476,24.169,30.23,-35.299,21.167,30.203,-44.231,23.177,31.36,-79.222,5.131
bs089,N,bs089_N_N_3 (1).lm3,-7.9,34.8,-4.278,-0.857,58.141,10.902,18.026,34.222,2.017,51.611,31.789,4.236,73.065,54.376,15.1,79.307,32.685,2.787,26.405,38.354,14.267,42.991,39.215,15.95,20.412,-3.978,16.8,33.697,-4.391,34.505,51.126,-4.715,6.623,13.261,-33.944,-1.492,35.015,-27.585,13.208,57.642,-33.003,-0.383,35.055,-30.71,10.738,35.11,-32.256,8.36,35.091,-40.473,9.989,35.654,-74.003,-6.312
bs089,N,bs089_N_N_3.lm3,-7.9,34.8,-4.278,-0.857,58.141,10.902,18.026,34.222,2.017,51.611,31.789,4.236,73.065,54.376,15.1,79.307,32.685,2.787,26.405,38.354,14.267,42.991,39.215,15.95,20.412,-3.978,16.8,33.697,-4.391,34.505,51.126,-4.715,6.623,13.261,-33.944,-1.492,35.015,-27.585,13.208,57.642,-33.003,-0.383,35.055,-30.71,10.738,35.11,-32.256,8.36,35.091,-40.473,9.989,35.654,-74.003,-6.312
bs090,N,bs090_N_N_0.lm3,-22.017,0.629,29.214,-17.369,19.271,45.741,3.308,-1.612,33.937,38.406,0.841,34.998,56.589,22.424,47.121,64.587,3.728,31.286,12.144,3.87,47.092,27.748,4.652,46.648,7.123,-33.839,50.014,21.817,-30.29,68.356,36.804,-34.249,40.437,-1.73,-61.334,35.197,22.051,-56.116,50.791,46.793,-59.615,36.286,22.136,-60.777,46.531,22.128,-62.232,47.113,22.934,-72.473,47.377,23.386,-99.863,29.765
bs090,N,bs090_N_N_1.lm3,-22.249,-7.673,45.46,-21.523,12.461,59.011,2.172,-8.293,49.297,37.66,-5.958,49.366,54.878,15.731,61.162,62.999,-2.264,45.946,12.441,-1.354,64.019,25.626,-0.757,62.132,6.695,-41.812,62.918,22.022,-38.061,82.147,37.05,-39.906,53.632,-0.605,-68.834,52.401,22.805,-62.731,66.575,46.722,-65.686,51.877,22.919,-68.97,61.964,22.933,-70.417,62.378,23.755,-79.148,62.838,25.697,-106.931,44.897
bs090,N,bs090_N_N_2.lm3,-20.045,-7.55,33.925,-16.097,9.637,49.146,5.382,-8.186,37.95,40.351,-5.905,38.078,56.293,13.666,51.15,65.812,-3.686,36.062,14.85,-3.435,51.504,28.912,-3.422,50.692,9.142,-41.278,50.793,23.724,-37.476,71.231,38.799,-39.852,49.788,2.638,-69.374,39.058,24.706,-62.586,54.163,48.03,-65.367,39.516,25.59,-67.989,49.49,25.587,-69.392,50.246,25.641,-78.967,51.226,26.065,-105.395,34.517
bs090,N,bs090_N_N_3.lm3,-31.947,3.017,44.831,-25.983,25.165,62.393,-6.053,3.036,50.095,29.413,6.188,49.987,45.361,25.967,62.369,56.276,8.369,44.636,3.608,8.427,64.644,17.576,9.156,62.304,-2.015,-28.294,66.927,13.255,-25.526,85.012,28.147,-27.69,57.674,-8.734,-56.82,53.43,13.846,-49.923,69.554,37.033,-53.656,54.614,13.923,-55.183,66.091,13.939,-55.948,65.362,14.767,-65.298,67.982,17.412,-92.943,51.845
bs091,N,bs091_N_N_0.lm3,-32.999,15.218,88.575,-22.761,35.172,104.002,-5.673,14.034,90.765,29.405,16.17,92.986,48.529,40.529,101.158,56.959,20.425,85.414,5.773,16.718,105.51,19.358,17.588,106.553,-2.294,-25.736,111.36,15.84,-20.207,132.407,35.263,-22.365,101.058,-9.722,-54.4,91.149,17.494,-48.534,110.228,42.162,-52.154,90.776,17.534,-52.299,105.617,17.522,-54.412,106.293,17.514,-57.26,106.163,18.65,-98.63,93.861
bs091,N,bs091_N_N_1.lm3,-28.988,8.225,83.139,-23.823,31.296,96.238,-1.666,8.517,89.662,34.396,10.69,86.285,52.752,35.049,95.946,61.937,12.749,81.806,8.471,13.449,101.129,22.684,14.25,105.212,1.037,-28.327,111.588,19.795,-20.648,133.986,38.442,-27.596,110.8,-5.589,-60.173,98.575,21.519,-52.115,116.545,45.294,-59.439,97.286,21.521,-56.043,111.102,21.523,-57.533,110.422,21.505,-63.785,112.18,21.734,-101.535,108.079
bs091,N,bs091_N_N_2.lm3,-25.721,9.943,79.625,-17.626,31.571,94.264,1.527,8.772,86.362,37.099,10.904,83.171,56.204,33.85,92.764,64.754,13.047,78.518,12.49,15.154,98.042,26.728,15.169,97.854,3.566,-27.488,107.622,23.78,-20.567,129.132,41.163,-26.735,107.044,-2.271,-58.809,92.38,23.455,-52.204,110.726,47.359,-58.056,91.297,23.496,-55.988,105.434,23.497,-57.422,105.378,23.474,-63.098,106.889,23.955,-106.187,92.125
bs091,N,bs091_N_N_3.lm3,-13.621,22.776,76.742,-6.996,44.364,91.812,11.582,21.445,81.832,48.668,24.343,81.365,66.963,48.016,91.181,76.395,27.314,77.12,24.463,28.514,97.085,37.438,29.214,95.401,15.464,-15.705,105.423,33.532,-8.805,126.437,53.679,-15.287,90.164,9.707,-44.054,90.421,34.022,-39.021,107.672,58.754,-43.169,88.514,34.942,-43.524,102.405,34.947,-44.232,102.486,34.943,-47.694,104.512,37.331,-86.388,99.66
bs092,N,bs092_N_N_0.lm3,-24.371,-23.92,-6.454,-18.09,-8.547,10.448,5.61,-25.378,-1.2,43.06,-22.833,-1.932,63.341,-4.473,6.616,71.784,-20.05,-10.52,15.393,-24.331,11.413,33.512,-24.382,7.663,6.97,-63.53,15.202,28.017,-60.988,36.23,46.85,-62.576,2.475,3.529,-92.39,2.86,27.701,-85.345,17.886,50.202,-89.498,-2.098,27.917,-90.4,10.912,27.945,-91.966,10.361,27.973,-101.185,9.446,29.656,-130.407,-3.193
bs092,N,bs092_N_N_1.lm3,-37.143,-15.691,-28.946,-29.781,4.561,-16.1,-7.596,-15.524,-23.469,28.371,-13.994,-26.237,47.408,7.006,-17.02,58.845,-13.299,-32.351,1.828,-9.853,-10.307,17.266,-8.985,-11.012,-7.858,-49.487,-1.104,11.713,-43.416,21.193,31.284,-48.106,-7.963,-12.392,-79.631,-6.475,11.979,-68.99,8.815,35.287,-79.128,-10.156,11.988,-75.399,2.812,12.006,-76.97,1.979,12.894,-86.789,3.534,13.198,-117.186,-5.04
bs092,N,bs092_N_N_2.lm3,-41.111,-13.396,-27.052,-31.188,3.109,-9.759,-9.845,-15.369,-16.752,24.355,-16.997,-21.998,45.716,0.836,-12.175,54.794,-17.028,-27.98,-0.509,-9.832,-5.13,13.35,-10.463,-6.185,-13.19,-52.4,3.623,6.506,-48.531,23.825,24.155,-54.62,3.196,-19.32,-80.544,-7.531,5.126,-74.485,7.432,25.308,-83.006,-10.877,4.402,-79.213,2.7,4.425,-81.559,1.481,4.524,-89.858,2.676,3.72,-119.29,-3.097
bs092,N,bs092_N_N_3.lm3,-24.184,3.586,-0.71,-16.313,20.12,10.394,5.545,2.126,0.966,39.999,2.172,-2.016,58.683,21.831,8.06,71.01,2.802,-8.41,16.14,4.357,14.853,28.859,4.26,15.607,4.288,-34.883,21.093,26.355,-30.446,42.833,43.382,-34.795,19.448,-0.284,-63.361,12.583,24.496,-55.684,27.156,47.011,-64.003,7.746,23.766,-61.003,20.975,23.767,-62.515,21.402,23.879,-71.635,22.472,24.332,-105.1,1.852
bs093,N,bs093_N_N_0.lm3,-13.483,-2.342,-27.004,-5.859,23.919,-14.456,19.109,0.276,-19.275,50.843,0.833,-18.582,73.653,26.567,-12.535,81.227,1.803,-22.458,28.022,10.974,-5.123,40.179,10.957,-3.558,19.021,-34.085,3.586,36.148,-28.26,23.025,54.401,-33.404,-3.085,10.861,-68.833,-9.096,36.47,-58.856,10.552,62.263,-68.116,-7.683,37.346,-65.115,6.879,37.391,-66.733,5.043,37.286,-77.229,8.514,38.65,-112.72,-7.518
bs093,N,bs093_N_N_1.lm3,-13.524,-6.396,-18.786,-4.27,19.756,-7.628,19.808,-3.836,-13.064,50.633,-4.02,-12.443,70.938,22.332,-4.03,82.515,-3.094,-16.716,26.457,5.426,0.482,41.613,5.432,1.767,17.364,-39.491,10.502,34.527,-32.834,30.563,53.276,-38.794,4.362,8.448,-75.053,-1.984,35.486,-63.194,18.775,62.219,-72.583,0.583,35.617,-69.558,14.488,35.646,-71.935,13.051,35.711,-81.591,16.454,36.249,-115.462,1.177
bs093,N,bs093_N_N_2.lm3,1.334,-19.596,-21.276,13.387,2.314,-3.363,33.804,-20.235,-16.027,65.508,-21.567,-15.362,88.008,2.36,-4.805,95.987,-21.86,-20.065,42.665,-13.583,-0.893,57.169,-13.07,-0.198,31.469,-58.029,0.23,49.574,-51.813,22.42,66.52,-58.07,2.118,20.179,-91.199,-14.086,49.561,-83.527,7.095,75.066,-92.577,-12.853,49.865,-90.123,-0.136,49.85,-91.601,0.628,50.682,-102.383,1.321,52.142,-133.154,-17.952
bs093,N,bs093_N_N_3.lm3,-10.444,16.824,1.29,0.145,40.223,19.625,22.203,18.357,9.287,52.625,18.469,9.335,71.609,43.316,22.777,84.861,20.975,3.414,29.528,25.862,24.164,44.516,27.427,24.984,21.54,-20.624,27.904,38.134,-14.147,47.678,56.046,-18.397,27.638,11.091,-54.461,10.552,39.414,-45.275,31.797,66.459,-51.149,12.75,39.548,-50.641,27.085,39.585,-52.189,25.513,40.276,-61.92,27.424,43.35,-100.188,6.056
bs094,N,bs094_N_N_0.lm3,-12.028,18.595,-20.211,-3.663,34.449,3.894,17.735,16.38,-9.366,56.499,16.366,-11.682,78.815,35.459,1.763,86.031,19.434,-18.436,28.186,22.224,7.678,43.495,23.091,8.438,19.385,-23.323,11.125,37.161,-22.091,30.299,55.253,-21.689,9.239,12.813,-53.713,-11.232,37.768,-49.94,6.038,60.489,-52.881,-11.474,37.9,-53.209,-0.306,37.961,-54.839,-2.739,38.064,-62.547,-3.01,40.224,-94.12,-18.112
bs094,N,bs094_N_N_1.lm3,-3.4,17.185,-5.832,6.333,36.764,19.247,24.766,15.62,5.498,63.582,15.74,8.674,82.45,37.548,22.977,94.404,17.539,0.775,35.737,25.375,25.252,50.732,25.403,26.64,26.244,-21.798,29.937,42.081,-17.526,49.908,62.245,-19.502,30.286,21.211,-54.197,9.208,44.161,-48.923,27.139,69.766,-52.399,11.578,45.02,-52.05,22.413,45.181,-53.717,17.96,45.198,-61.948,19.844,47.515,-96.284,3.243
bs094,N,bs094_N_N_2.lm3,-12.8,20.549,-38.302,-2.58,38.728,-14.47,16.825,19.727,-27.136,55.115,18.281,-28.493,76.467,39.132,-18.256,84.447,20.785,-36.237,27.455,29.081,-9.644,41.407,28.216,-9.464,17.798,-17.141,-6.272,35.667,-15.363,15.24,54.006,-15.635,-9.188,11.949,-51.041,-24.132,36.299,-44.733,-7.232,60.08,-49.307,-24.542,37.329,-48.876,-15.423,37.37,-49.693,-16.521,36.518,-58.936,-15.551,37.152,-93.264,-31.068
bs094,N,bs094_N_N_3.lm3,5.966,15.193,-8.96,13.377,31.94,12.648,34.954,11.442,0.305,72.657,11.665,-1.107,91.504,31.223,14.72,102.585,14.108,-4.121,45.236,18.354,17.549,59.638,18.28,18.008,34.961,-27.089,19.557,52.325,-26.362,40.322,72.62,-26.592,6.311,30.21,-57.336,-1.694,53.917,-53.61,16.045,77.581,-57.39,-0.221,54.351,-57.747,7.247,54.364,-59.265,7.24,54.357,-67.695,7.317,56.736,-100.025,-10.335
bs095,N,bs095_N_N_0.lm3,-22.937,16.88,-2.457,-14.42,35.865,8.405,4.645,17.038,-0.815,38.051,18.56,-1.97,54.507,40.581,7.737,64.908,21.724,-0.724,11.305,23.853,7.044,29.462,24.547,7.281,4.03,-17.238,9.651,21.036,-5.582,29.922,41.965,-14.109,8.244,-0.44,-49.298,3.685,23.638,-41.174,19.132,48.112,-46.973,4.219,24.405,-45.822,14.959,24.411,-47.342,14.495,24.392,-54.057,16.025,27.414,-86.062,-10.074
bs095,N,bs095_N_N_1.lm3,-15.119,17.576,-19.376,-8.442,38.157,-7.165,10.839,17.669,-15.171,44.242,19.226,-15.138,60.639,41.417,-6.345,70.517,21.585,-16.584,16.893,26.184,-7.467,35.39,27.673,-6.887,9.485,-13.828,-1.546,25.879,-3.75,17.125,47.182,-13.052,-6.698,5.781,-48.335,-5.309,29.24,-37.989,8.748,51.696,-46.729,-4.449,28.665,-43.305,5.691,28.726,-44.103,4.509,29.462,-52.46,6.011,30.831,-85.416,-22.884
bs095,N,bs095_N_N_2.lm3,-12.944,21.261,-25.73,-6.091,43.336,-14.102,13.942,22.101,-22.372,46.583,24.356,-16.731,63.147,45.966,-11.043,73.68,25.985,-17.695,20.045,30.542,-12.307,37.775,32.098,-11.343,11.75,-7.894,-4.357,28.179,1.195,13.141,50.24,-6.482,-7.979,6.473,-42.684,-10.354,31.617,-33.009,4.527,57.433,-41.917,-11.066,31.822,-37.591,1.341,31.842,-39.127,0.862,31.77,-45.15,3.883,33.074,-81.0,-22.65
bs095,N,bs095_N_N_3.lm3,-3.163,14.606,-7.768,4.397,35.302,4.236,22.876,14.777,-3.68,56.77,16.36,-6.152,77.781,37.712,1.621,83.488,18.775,-4.474,31.022,23.066,4.263,48.633,23.11,3.187,21.392,-18.002,6.913,40.639,-7.145,27.19,59.457,-16.425,10.756,16.165,-51.617,0.575,40.922,-42.692,16.908,65.173,-50.872,2.384,41.01,-47.318,14.633,41.211,-49.784,10.874,41.134,-56.375,14.162,43.5,-88.016,-5.843
bs096,N,bs096_N_N_0.lm3,-25.852,5.599,26.028,-17.684,31.759,38.3,3.26,5.633,35.476,37.716,5.759,32.201,55.33,32.561,36.327,66.342,6.509,26.07,10.794,14.594,43.184,27.74,15.366,45.641,7.264,-28.698,58.356,22.35,-16.501,77.149,38.302,-27.456,49.991,-1.058,-60.41,47.881,22.611,-49.063,62.312,45.01,-58.631,47.087,22.662,-56.636,58.454,22.628,-57.27,60.16,22.67,-67.613,60.229,23.891,-99.264,49.346
bs096,N,bs096_N_N_1.lm3,-33.664,5.181,32.704,-25.451,31.927,43.022,-3.884,5.196,40.63,30.363,5.989,38.697,49.577,30.602,41.759,58.017,6.747,33.755,3.557,15.475,49.652,21.207,16.409,50.523,-0.564,-26.881,65.138,14.557,-15.561,83.298,31.813,-26.319,54.68,-5.717,-59.573,57.461,15.284,-47.698,70.483,36.262,-58.734,56.086,15.401,-55.212,65.334,15.387,-56.563,67.319,16.23,-65.235,68.774,18.285,-102.496,51.075
bs096,N,bs096_N_N_2.lm3,-34.888,3.144,29.779,-23.702,28.463,43.782,-5.855,3.929,39.401,29.117,3.298,39.854,46.12,30.108,42.568,57.515,5.502,34.274,1.607,12.78,48.132,19.264,14.421,50.065,-1.762,-29.639,63.67,11.963,-17.472,82.996,29.039,-28.723,63.053,-7.686,-61.594,56.048,13.362,-50.421,69.366,35.759,-59.935,56.69,14.195,-57.176,65.096,14.204,-59.326,65.755,14.318,-68.013,67.345,15.558,-102.74,54.294
bs096,N,bs096_N_N_3.lm3,-30.428,0.863,39.955,-20.602,28.151,52.378,-2.078,0.137,49.689,31.9,0.282,51.028,53.241,29.0,50.763,61.049,2.411,44.033,5.353,11.943,58.151,22.173,12.069,61.426,1.89,-33.165,72.491,16.284,-21.812,92.447,33.397,-32.578,64.602,-3.142,-64.263,65.073,17.984,-53.851,78.661,39.998,-64.139,64.064,17.976,-61.29,74.485,17.969,-62.813,73.079,18.095,-71.498,75.795,18.397,-105.185,63.314
bs097,N,bs097_N_N_0.lm3,-9.843,11.913,56.662,-1.755,30.25,70.483,15.896,12.833,60.675,49.569,13.049,58.71,66.775,31.124,68.873,74.841,12.849,54.727,25.823,20.739,73.89,39.648,21.452,75.31,17.405,-26.424,76.498,32.861,-15.047,99.529,53.185,-26.034,67.049,10.06,-58.849,67.443,34.736,-52.041,87.854,59.083,-56.614,67.931,34.836,-56.598,82.687,34.814,-58.708,83.165,34.819,-68.702,85.144,35.905,-103.363,76.392
bs097,N,bs097_N_N_1.lm3,-12.877,15.786,48.5,-1.93,34.878,59.375,16.534,15.884,51.079,49.107,16.061,48.288,68.046,35.934,56.282,76.018,15.921,45.596,24.536,23.191,61.941,39.182,23.947,64.544,15.957,-22.764,66.285,33.085,-11.418,88.436,51.099,-22.135,61.524,8.653,-54.078,56.642,32.81,-49.532,73.865,58.721,-53.82,56.387,32.876,-54.847,68.333,32.831,-56.156,71.022,32.781,-65.522,73.924,35.552,-105.83,62.314
